date,currency_code,media_type,ad_format,bids,impressions,cost,clicks,conversions
2018-10-04T00:00:00Z,USD,Display,160x600,9463,1193,4.643599989949138,1,0
2018-10-04T00:00:00Z,USD,Display,300x250,81211,6490,26.183788665099332,4,15
2018-10-04T00:00:00Z,USD,Display,320x50,37605,4387,19.179106379071044,5,26
2018-10-04T00:00:00Z,USD,Display,728x90,28519,3034,13.421430040778757,2,30
2018-10-04T00:00:00Z,USD,Display,160x600,75,5,0.022749678313252,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,290,26,0.107976269361451,0,0
2018-10-04T00:00:00Z,USD,Display,320x50,130,24,0.098830298289159,0,0
2018-10-04T00:00:00Z,USD,Display,728x90,65,7,0.03183065060241,0,0
2018-10-04T00:00:00Z,USD,Display,160x600,7714,1194,3.15332050546951,0,2
2018-10-04T00:00:00Z,USD,Display,300x250,59475,7696,20.375283006966328,3,8
2018-10-04T00:00:00Z,USD,Display,320x50,31712,5715,14.806948342578858,1,2
2018-10-04T00:00:00Z,USD,Display,728x90,21588,2968,7.807274554314325,1,16
2018-10-04T00:00:00Z,USD,Display,160x600,10200,1306,4.918418309096398,1,1
2018-10-04T00:00:00Z,USD,Display,300x250,82632,8005,35.56820524548259,4,33
2018-10-04T00:00:00Z,USD,Display,320x50,38185,4273,18.86323119568913,4,20
2018-10-04T00:00:00Z,USD,Display,728x90,28329,2387,9.220459153884157,0,12
2018-10-04T00:00:00Z,USD,Display,160x600,123,11,0.043735908433736,0,3
2018-10-04T00:00:00Z,USD,Display,300x250,647,37,0.15639004939759,0,0
2018-10-04T00:00:00Z,USD,Display,320x50,116,12,0.050736626024096,0,0
2018-10-04T00:00:00Z,USD,Display,728x90,90,15,0.068450551807229,0,0
2018-10-04T00:00:00Z,USD,Display,160x600,4617,686,1.802777526606512,3,4
2018-10-04T00:00:00Z,USD,Display,300x250,33256,4651,12.308771764084314,4,16
2018-10-04T00:00:00Z,USD,Display,320x50,15918,3473,9.25200873801283,5,8
2018-10-04T00:00:00Z,USD,Display,728x90,12886,1801,4.771686429819637,1,9
2018-10-04T00:00:00Z,USD,Display,160x600,5520,719,2.824306448739951,0,3
2018-10-04T00:00:00Z,USD,Display,300x250,36887,3789,15.426707156028343,1,42
2018-10-04T00:00:00Z,USD,Display,320x50,15325,2670,13.486201450660294,2,33
2018-10-04T00:00:00Z,USD,Display,728x90,15423,1912,8.557721135243051,1,19
2018-10-04T00:00:00Z,USD,Display,160x600,22,6,0.018635421686748,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,223,26,0.118116416626507,0,0
2018-10-04T00:00:00Z,USD,Display,320x50,37,15,0.053215034289158,0,0
2018-10-04T00:00:00Z,USD,Display,728x90,164,28,0.125244382650603,0,0
2018-10-04T00:00:00Z,USD,Display,160x600,3849,542,1.405698857043138,0,8
2018-10-04T00:00:00Z,USD,Display,300x250,30722,4179,11.003140519054067,4,14
2018-10-04T00:00:00Z,USD,Display,320x50,17843,3404,8.69303290531881,3,1
2018-10-04T00:00:00Z,USD,Display,728x90,15437,2450,8.25321303820129,0,3
2018-10-04T00:00:00Z,USD,Display,160x600,5416,583,2.202303878473099,1,3
2018-10-04T00:00:00Z,USD,Display,300x250,39267,4255,18.638530346491102,4,24
2018-10-04T00:00:00Z,USD,Display,320x50,16961,1981,8.139724531954148,1,16
2018-10-04T00:00:00Z,USD,Display,728x90,11412,1140,4.327830568714024,0,5
2018-10-04T00:00:00Z,USD,Display,160x600,62,7,0.032326045783134,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,163,32,0.146803496144579,0,0
2018-10-04T00:00:00Z,USD,Display,320x50,29,5,0.019929850602411,0,0
2018-10-04T00:00:00Z,USD,Display,728x90,41,10,0.041964410481929,1,0
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,9
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,10
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,7
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,27
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,1
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,7
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,5
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,13
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,6
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,1
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,4
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,10
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,4
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,11
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,12
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,24
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,16
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,14
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,3
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,8
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,1
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,4
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,9
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,10
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,3
2018-10-04T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,7
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,6
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-04T00:00:00Z,USD,Display,300x250,0,0,0,0,12
2018-10-04T00:00:00Z,USD,Display,320x50,0,0,0,0,2
2018-10-04T00:00:00Z,USD,Display,728x90,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,160x600,10476,1608,4.416765342945641,2,2
2018-10-05T00:00:00Z,USD,Display,300x250,65747,8851,24.62869316204,4,38
2018-10-05T00:00:00Z,USD,Display,320x50,33806,7193,20.117665682459997,3,5
2018-10-05T00:00:00Z,USD,Display,728x90,24559,3663,11.373751307449426,2,10
2018-10-05T00:00:00Z,USD,Display,160x600,15858,1765,6.932187822385249,1,4
2018-10-05T00:00:00Z,USD,Display,300x250,87466,6629,27.000828731925374,1,44
2018-10-05T00:00:00Z,USD,Display,320x50,41198,5286,24.651613674447407,5,15
2018-10-05T00:00:00Z,USD,Display,728x90,34027,2538,9.990495772610558,2,10
2018-10-05T00:00:00Z,USD,Display,160x600,34,6,0.02892883153012,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,296,63,0.292990064419282,1,0
2018-10-05T00:00:00Z,USD,Display,320x50,198,45,0.183967654484339,0,1
2018-10-05T00:00:00Z,USD,Display,728x90,115,14,0.06305269585542,0,0
2018-10-05T00:00:00Z,USD,Display,160x600,11881,1537,4.078799219354101,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,75747,8507,22.88752935499996,7,7
2018-10-05T00:00:00Z,USD,Display,320x50,36830,6808,18.37225484361534,6,13
2018-10-05T00:00:00Z,USD,Display,728x90,27843,3095,8.262398096219856,2,16
2018-10-05T00:00:00Z,USD,Display,160x600,14672,1707,6.724765113403137,1,0
2018-10-05T00:00:00Z,USD,Display,300x250,77149,6219,25.531179682865336,1,17
2018-10-05T00:00:00Z,USD,Display,320x50,36434,5556,29.73400586357876,1,32
2018-10-05T00:00:00Z,USD,Display,728x90,30254,2556,10.260326881403161,1,5
2018-10-05T00:00:00Z,USD,Display,160x600,56,24,0.097408482149399,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,351,66,0.282696824144579,0,0
2018-10-05T00:00:00Z,USD,Display,320x50,203,51,0.204565776380723,1,0
2018-10-05T00:00:00Z,USD,Display,728x90,96,19,0.071524873192772,2,0
2018-10-05T00:00:00Z,USD,Display,160x600,10571,1091,2.938573909412047,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,56993,6887,18.538813452129837,2,18
2018-10-05T00:00:00Z,USD,Display,320x50,29539,5229,14.066266305009128,2,10
2018-10-05T00:00:00Z,USD,Display,728x90,20640,2294,6.105767254079151,1,15
2018-10-05T00:00:00Z,USD,Display,160x600,11238,1275,4.99035271103372,0,9
2018-10-05T00:00:00Z,USD,Display,300x250,71118,5247,21.328886459010896,1,14
2018-10-05T00:00:00Z,USD,Display,320x50,37835,4313,20.053884749899606,3,16
2018-10-05T00:00:00Z,USD,Display,728x90,28314,2506,11.144016733707703,3,13
2018-10-05T00:00:00Z,USD,Display,160x600,60,10,0.047190146987952,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,925,39,0.15088480101205,0,0
2018-10-05T00:00:00Z,USD,Display,320x50,120,28,0.120336050506023,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,200,13,0.057415557228915,0,0
2018-10-05T00:00:00Z,USD,Display,160x600,8375,1239,3.30024176218639,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,54168,6681,17.943726535238156,2,25
2018-10-05T00:00:00Z,USD,Display,320x50,28973,5266,14.211029212687398,4,3
2018-10-05T00:00:00Z,USD,Display,728x90,18002,2290,6.07048207551876,2,4
2018-10-05T00:00:00Z,USD,Display,160x600,11269,1290,4.964974624123591,0,7
2018-10-05T00:00:00Z,USD,Display,300x250,73452,6381,28.89601609286168,1,20
2018-10-05T00:00:00Z,USD,Display,320x50,37003,4127,19.133296832203825,2,19
2018-10-05T00:00:00Z,USD,Display,728x90,26474,2024,7.836175526843266,0,16
2018-10-05T00:00:00Z,USD,Display,160x600,178,26,0.125940600361444,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,715,73,0.348020519626506,0,1
2018-10-05T00:00:00Z,USD,Display,320x50,196,36,0.166875946313253,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,234,23,0.103078761891564,0,0
2018-10-05T00:00:00Z,USD,Display,160x600,5545,759,2.110742909165917,1,2
2018-10-05T00:00:00Z,USD,Display,300x250,48967,4134,11.133047539305545,3,7
2018-10-05T00:00:00Z,USD,Display,320x50,17340,3386,9.603380981630696,1,6
2018-10-05T00:00:00Z,USD,Display,728x90,12380,1549,4.133518342577082,1,2
2018-10-05T00:00:00Z,USD,Display,160x600,6602,729,2.93177412779759,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,31029,2913,12.156515086563402,0,13
2018-10-05T00:00:00Z,USD,Display,320x50,15067,2461,13.18144767724834,8,10
2018-10-05T00:00:00Z,USD,Display,728x90,13988,1378,6.296276944028126,2,8
2018-10-05T00:00:00Z,USD,Display,160x600,142,17,0.072295092771082,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,514,56,0.254509111590361,0,1
2018-10-05T00:00:00Z,USD,Display,320x50,167,34,0.137551967493974,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,619,24,0.111137850120483,1,0
2018-10-05T00:00:00Z,USD,Display,160x600,3962,572,1.491215894454351,0,3
2018-10-05T00:00:00Z,USD,Display,300x250,26178,3705,9.993410023823854,3,5
2018-10-05T00:00:00Z,USD,Display,320x50,14114,3053,8.21627503971718,3,4
2018-10-05T00:00:00Z,USD,Display,728x90,12173,1824,6.180404400005195,3,7
2018-10-05T00:00:00Z,USD,Display,160x600,5347,598,2.257272860780471,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,34128,3342,14.829645570743573,0,26
2018-10-05T00:00:00Z,USD,Display,320x50,15682,2026,8.696453366979648,2,9
2018-10-05T00:00:00Z,USD,Display,728x90,9448,841,3.2197659054811,0,8
2018-10-05T00:00:00Z,USD,Display,160x600,77,2,0.009973096385542,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,656,28,0.124612664783133,0,0
2018-10-05T00:00:00Z,USD,Display,320x50,49,13,0.048659979999999,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,88,11,0.048410130024096,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,2
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,31
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,6
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,5
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,27
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,12
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,4
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,20
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,2
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,4
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,12
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,14
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,44
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,6
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,28
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,8
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,12
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,7
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,5
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,10
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,18
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,5
2018-10-05T00:00:00Z,USD,Display,160x600,0,0,0,0,9
2018-10-05T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-05T00:00:00Z,USD,Display,320x50,0,0,0,0,3
2018-10-05T00:00:00Z,USD,Display,728x90,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,160x600,9645,1037,2.947574145538088,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,53552,7365,22.023679803047266,2,17
2018-10-06T00:00:00Z,USD,Display,320x50,35138,7802,23.615833393734153,6,9
2018-10-06T00:00:00Z,USD,Display,728x90,16482,1911,6.151972828316995,0,6
2018-10-06T00:00:00Z,USD,Display,160x600,14373,1304,5.207830003594945,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,70889,5115,22.151889456202213,2,37
2018-10-06T00:00:00Z,USD,Display,320x50,45922,6430,32.63875868153732,5,29
2018-10-06T00:00:00Z,USD,Display,728x90,28101,1382,5.4293538679095414,0,4
2018-10-06T00:00:00Z,USD,Display,160x600,41,2,0.008405060240964,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,403,66,0.372364736366264,0,3
2018-10-06T00:00:00Z,USD,Display,320x50,317,40,0.212233590795184,0,7
2018-10-06T00:00:00Z,USD,Display,728x90,107,14,0.070407465180724,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,9842,1039,2.74853924704051,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,67758,6845,19.34951066324716,6,13
2018-10-06T00:00:00Z,USD,Display,320x50,37865,7305,20.97210455569881,6,13
2018-10-06T00:00:00Z,USD,Display,728x90,16063,1459,3.916984951673279,0,2
2018-10-06T00:00:00Z,USD,Display,160x600,14360,1424,6.076392222064654,0,5
2018-10-06T00:00:00Z,USD,Display,300x250,67838,4896,22.205500908902206,2,15
2018-10-06T00:00:00Z,USD,Display,320x50,46141,7220,41.246321243765884,2,18
2018-10-06T00:00:00Z,USD,Display,728x90,22618,1480,6.095068225275362,1,4
2018-10-06T00:00:00Z,USD,Display,160x600,67,40,0.175006936860242,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,160,32,0.158870171180721,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,434,47,0.260820986783131,0,0
2018-10-06T00:00:00Z,USD,Display,728x90,63,12,0.054246825361447,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,7699,879,2.371606938162318,1,0
2018-10-06T00:00:00Z,USD,Display,300x250,52486,5440,15.400101101772359,5,3
2018-10-06T00:00:00Z,USD,Display,320x50,31768,5840,16.900722798319276,4,7
2018-10-06T00:00:00Z,USD,Display,728x90,14617,1341,3.599273182946772,0,5
2018-10-06T00:00:00Z,USD,Display,160x600,10879,1018,3.934780690905099,0,1
2018-10-06T00:00:00Z,USD,Display,300x250,65401,4333,18.689152648434064,1,23
2018-10-06T00:00:00Z,USD,Display,320x50,43732,5535,28.638292631666243,4,26
2018-10-06T00:00:00Z,USD,Display,728x90,18256,1479,6.532808896543275,1,11
2018-10-06T00:00:00Z,USD,Display,160x600,49,5,0.020710993975903,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,365,51,0.245901653891566,0,4
2018-10-06T00:00:00Z,USD,Display,320x50,208,44,0.200049480474694,0,1
2018-10-06T00:00:00Z,USD,Display,728x90,59,17,0.074777790062649993,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,8917,868,2.318162471975498,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,53137,5568,15.804641928228644,2,23
2018-10-06T00:00:00Z,USD,Display,320x50,32264,6044,17.516603034457187,2,1
2018-10-06T00:00:00Z,USD,Display,728x90,14942,1270,3.418541703949271,0,5
2018-10-06T00:00:00Z,USD,Display,160x600,11684,964,3.770060006111874,0,3
2018-10-06T00:00:00Z,USD,Display,300x250,64425,5367,26.403672808856875,10,8
2018-10-06T00:00:00Z,USD,Display,320x50,41254,4916,25.1838802712484,4,19
2018-10-06T00:00:00Z,USD,Display,728x90,17681,1202,4.790592701657526,0,5
2018-10-06T00:00:00Z,USD,Display,160x600,42,13,0.058211737710843,1,0
2018-10-06T00:00:00Z,USD,Display,300x250,452,40,0.17618819700723,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,422,31,0.171696392387109,1,0
2018-10-06T00:00:00Z,USD,Display,728x90,148,28,0.11600417549398,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,4180,566,1.644157445068146,0,1
2018-10-06T00:00:00Z,USD,Display,300x250,31262,2899,8.21690971380497,2,3
2018-10-06T00:00:00Z,USD,Display,320x50,17077,3656,11.52167996750958,1,6
2018-10-06T00:00:00Z,USD,Display,728x90,8814,730,1.931504963189089,0,2
2018-10-06T00:00:00Z,USD,Display,160x600,5530,566,2.35282634081904,0,9
2018-10-06T00:00:00Z,USD,Display,300x250,28810,2601,12.205455511207468,3,26
2018-10-06T00:00:00Z,USD,Display,320x50,19448,3063,17.79302995332703,2,15
2018-10-06T00:00:00Z,USD,Display,728x90,9664,811,3.748402861072352,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,324,8,0.03788592626506,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,227,26,0.131614514246989,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,176,23,0.120074974313252,1,0
2018-10-06T00:00:00Z,USD,Display,728x90,69,3,0.014774609638554,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,4749,467,1.296248984652065,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,24721,3012,8.635133110939433,4,1
2018-10-06T00:00:00Z,USD,Display,320x50,16592,3362,9.79717991045108,1,14
2018-10-06T00:00:00Z,USD,Display,728x90,8984,1039,3.548701381855061,1,0
2018-10-06T00:00:00Z,USD,Display,160x600,6474,611,2.362795278679507,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,30946,2893,13.673929575166682,2,16
2018-10-06T00:00:00Z,USD,Display,320x50,17768,2249,10.66946084462421,2,28
2018-10-06T00:00:00Z,USD,Display,728x90,8026,535,2.048194432092005,0,5
2018-10-06T00:00:00Z,USD,Display,160x600,8,2,0.007341755542169,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,175,25,0.113089454156627,0,2
2018-10-06T00:00:00Z,USD,Display,320x50,80,17,0.078130470265061,1,0
2018-10-06T00:00:00Z,USD,Display,728x90,30,6,0.022360098433735,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,4
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,6
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,4
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,6
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,4
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,10
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,14
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,5
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,8
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,3
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,5
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,8
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,7
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,9
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,18
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,5
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,9
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,2
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,2
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,5
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,13
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
2018-10-06T00:00:00Z,USD,Display,300x250,0,0,0,0,11
2018-10-06T00:00:00Z,USD,Display,320x50,0,0,0,0,1
2018-10-06T00:00:00Z,USD,Display,728x90,0,0,0,0,4
2018-10-06T00:00:00Z,USD,Display,160x600,0,0,0,0,0
